pTec
559, -6407, 6433.6289, 16.078645
560, -23733, 6433.3780, 16.078018
561, -25907, 6433.1270, 16.077391
562, -3873, 6432.8760, 16.076764
563, -10194, 6432.6251, 16.076137
564, -22999, 6432.3741, 16.075509
565, -32224, 6432.1231, 16.074882
566, -20251, 6431.8722, 16.074255
567, -2106, 6431.6212, 16.073628
568, -25933, 6431.3702, 16.073001
569, -26134, 6431.1193, 16.072373
570, -20946, 6430.8683, 16.071746
571, 4687, 6430.6173, 16.071119
572, 11020, 6430.3664, 16.070492
573, 632, 6430.1154, 16.069865
574, -36068, 6429.8644, 16.069237
575, -44446, 6429.6135, 16.068610
576, -29663, 6429.3625, 16.067983
577, -36549, 6429.1115, 16.067356
578, -16282, 6428.8606, 16.066729
579, -25392, 6428.6096, 16.066101
580, -14597, 6428.3586, 16.065474
581, 11165, 6428.1077, 16.064847
582, 19466, 6427.8567, 16.064220
583, 13470, 6427.6057, 16.063593
584, 2198, 6427.3548, 16.062965
585, 4841, 6427.1038, 16.062338
586, 5364, 6426.8528, 16.061711
587, -1290, 6426.6019, 16.061084
588, -10000, 6426.3509, 16.060457
589, 1652, 6426.0999, 16.059829
590, 2132, 6425.8490, 16.059202
591, 810, 6425.5980, 16.058575
592, -40499, 6425.3470, 16.057948
593, -39272, 6425.0961, 16.057320
594, -4224, 6424.8451, 16.056693
595, -2336, 6424.5941, 16.056066
596, -20848, 6424.3432, 16.055439
597, 14002, 6424.0922, 16.054812
598, 2978, 6423.8412, 16.054184
599, 24262, 6423.5903, 16.053557
600, -7961, 6423.3393, 16.052930
601, 19321, 6423.0883, 16.052303
602, 21412, 6422.8374, 16.051676
603, 5301, 6422.5864, 16.051048
604, 15921, 6422.3354, 16.050421
605, 14572, 6422.0845, 16.049794
606, 15846, 6421.8335, 16.049167
607, -8501, 6421.5825, 16.048540
608, -1613, 6421.3316, 16.047912
609, -2923, 6421.0806, 16.047285
610, 7676, 6420.8296, 16.046658
611, -3943, 6420.5787, 16.046031
612, -14817, 6420.3277, 16.045404
613, -13840, 6420.0767, 16.044776
614, -11650, 6419.8258, 16.044149
615, -1451, 6419.5748, 16.043522
616, -1676, 6419.3238, 16.042895
617, -3154, 6419.0729, 16.042268
618, 13763, 6418.8219, 16.041640
619, 10562, 6418.5709, 16.041013
620, 10391, 6418.3200, 16.040386
621, 9817, 6418.0690, 16.039759
622, -3682, 6417.8180, 16.039132
623, -3891, 6417.5671, 16.038504
624, -8221, 6417.3161, 16.037877
625, -9011, 6417.0651, 16.037250
626, -18689, 6416.8142, 16.036623
627, -28449, 6416.5632, 16.035995
628, -5146, 6416.3122, 16.035368
629, -10722, 6416.0613, 16.034741
630, -24764, 6415.8103, 16.034114
631, -11999, 6415.5593, 16.033487
632, -22794, 6415.3084, 16.032859
633, -19939, 6415.0574, 16.032232
634, -24248, 6414.8064, 16.031605
635, -17990, 6414.5555, 16.030978
636, -1114, 6414.3045, 16.030351
637, 13510, 6414.0535, 16.029723
638, -23731, 6413.8026, 16.029096
639, -65, 6413.5516, 16.028469
640, -42, 6413.3006, 16.027842
641, -23906, 6413.0497, 16.027215
642, -22210, 6412.7987, 16.026587
643, -30846, 6412.5477, 16.025960
644, -48566, 6412.2968, 16.025333
645, -7207, 6412.0458, 16.024706
646, 17686, 6411.7948, 16.024079
647, 1791, 6411.5439, 16.023451
648, 4966, 6411.2929, 16.022824
